1,98,447,106,500,485,482,487,435
2,89,445,98,499,476,477,477,430
3,91,444,100,497,475,474,476,428
4,90,443,98,497,477,475,478,429
5,90,443,99,497,476,475,477,428
6,89,443,98,497,475,477,477,430
7,90,443,99,497,476,475,478,430
8,89,446,98,500,476,476,478,429
9,91,445,99,498,477,477,479,431
10,90,443,99,496,475,474,477,427
11,89,447,97,501,476,480,477,433
12,89,448,98,501,477,476,478,430
13,90,444,99,498,477,475,478,429
14,90,446,98,499,477,476,478,429
15,89,447,97,501,476,478,478,432
16,89,446,99,499,477,477,479,431
17,90,446,99,499,476,476,477,429
18,90,444,98,498,477,476,478,431
19,88,446,97,499,477,475,478,429
20,90,445,99,499,476,476,478,430
21,91,445,100,498,477,479,479,432
22,91,444,100,498,478,473,479,428
23,90,446,99,500,477,474,478,427
24,92,442,100,495,478,473,479,426
25,91,445,99,499,476,478,478,431
26,90,444,99,498,477,474,478,427
27,90,446,99,498,477,476,479,429
28,92,443,100,496,476,472,477,426
29,91,445,99,498,476,475,478,429
30,91,443,99,496,477,473,478,426
31,89,443,98,496,475,474,477,428
32,90,442,98,496,476,474,478,427
33,90,445,100,499,476,474,478,428
34,90,444,99,497,476,475,477,429
35,90,443,99,497,476,476,478,429
36,90,444,99,498,477,474,478,428
37,91,443,100,497,477,474,478,428
38,89,443,98,496,476,474,478,428
39,89,443,98,497,476,477,478,430
40,89,445,98,498,476,475,478,428
41,90,443,98,496,478,474,479,427
42,90,446,99,500,476,479,478,433
43,89,443,99,496,477,476,478,428
44,90,443,99,496,477,476,478,429
45,89,445,98,500,476,474,477,428
46,90,447,99,500,476,477,478,429
47,89,445,98,498,476,475,477,428
48,92,441,100,494,476,470,477,424
49,90,444,99,497,476,477,479,430
50,89,446,98,498,476,478,478,431
51,91,443,100,496,476,474,478,427
52,89,443,98,497,476,476,478,430
53,90,442,98,496,477,474,479,428
54,90,444,98,499,477,472,479,426
55,90,443,98,497,475,477,477,431
56,90,443,99,496,476,475,478,428
57,90,445,99,498,477,474,478,427
58,90,445,99,499,476,477,478,431
59,91,446,100,499,475,474,477,428
60,90,441,99,495,477,471,478,426
61,90,445,99,498,477,471,477,426
62,88,448,97,501,478,476,479,430
63,90,446,98,499,476,475,477,428
64,90,447,98,500,476,479,478,433
65,90,444,99,497,476,475,478,428
66,90,444,98,497,476,474,477,428
67,90,440,98,494,477,472,478,426
68,89,446,98,499,476,475,478,428
69,89,447,98,500,477,473,478,427
70,90,444,98,497,475,473,477,428
71,89,443,98,496,477,472,478,427
72,89,444,98,497,476,475,478,429
73,89,448,98,501,475,476,477,430
74,91,443,100,496,476,472,477,426
75,90,443,99,496,478,472,479,426
76,89,448,98,501,477,477,479,430
77,90,444,98,498,477,472,478,425
78,90,445,99,499,476,475,478,429
79,90,444,99,497,476,476,477,430
80,88,446,98,500,475,476,476,430
81,90,445,99,498,476,473,477,427
82,90,443,98,496,477,474,478,427
83,90,447,99,502,477,473,478,427
84,90,446,99,500,477,473,479,427
85,88,445,97,499,476,472,478,426
86,90,444,98,497,478,473,479,427
87,88,446,96,500,478,476,479,430
88,89,445,98,498,477,475,479,429
89,87,448,96,500,477,475,478,429
90,89,443,98,496,477,474,478,428
91,91,446,100,500,477,475,478,429
92,90,445,99,498,476,478,478,432
93,89,445,98,498,477,474,478,429
94,90,445,99,498,478,475,479,428
95,90,444,99,498,476,477,478,431
96,90,443,99,497,479,474,480,428
97,89,443,98,497,476,475,478,428
98,90,442,99,496,477,472,478,426
99,89,445,98,498,475,473,476,427
100,90,441,98,494,477,473,478,427
101,87,448,95,502,479,474,479,428
102,90,442,99,496,477,475,479,429
103,90,444,98,498,476,474,477,428
104,90,445,99,499,475,475,477,429
105,91,442,99,496,477,473,478,426
106,90,442,98,496,478,474,479,427
107,90,445,98,499,477,472,478,426
108,92,446,100,499,477,473,478,427
109,90,444,99,498,475,475,478,429
110,89,445,98,499,476,475,477,428
111,90,444,99,497,477,474,478,429
112,88,446,97,499,475,474,476,428
113,89,445,98,499,476,476,477,430
114,91,442,99,496,477,471,479,425
115,87,446,96,499,478,473,479,427
116,89,446,98,500,476,473,476,427
117,90,444,99,498,477,473,477,427
118,90,446,99,499,477,474,478,428
119,89,446,98,500,476,471,477,426
120,89,447,98,500,476,474,477,428
121,90,444,99,498,477,474,478,428
122,90,447,98,501,477,476,478,429
123,90,446,99,499,477,473,478,427
124,89,446,98,499,477,476,479,429
125,89,446,98,500,477,471,478,426
126,90,448,99,501,477,474,479,428
127,89,446,99,499,477,475,478,429
128,89,447,98,501,476,474,478,429
129,90,446,98,500,476,473,477,427
130,88,448,98,502,477,477,478,430
131,90,446,99,499,478,477,479,432
132,88,448,96,501,476,474,477,429
133,89,446,98,500,478,476,479,430
134,89,446,98,499,477,475,478,429
135,90,447,99,499,477,474,477,428
136,88,449,98,502,478,475,479,429
137,89,448,98,500,477,476,478,430
138,88,449,97,503,477,477,478,432
139,87,446,95,500,480,474,480,428
140,90,447,99,501,478,474,479,428
141,88,447,98,500,477,476,478,430
142,90,446,99,500,478,474,479,429
143,89,447,99,501,476,477,478,431
144,89,446,98,499,477,476,479,430
145,88,447,97,501,478,474,479,428
146,88,447,96,500,478,476,479,429
147,89,447,99,500,476,473,478,428
148,90,444,99,497,476,472,478,426
149,88,444,97,498,477,472,478,426
150,88,447,98,500,476,472,478,426
151,90,444,99,497,477,474,478,428
152,90,446,99,499,476,474,478,429
153,89,446,98,500,477,474,478,428
154,90,446,99,499,477,474,478,428
155,87,449,96,502,476,474,477,428
156,90,447,99,501,476,473,477,428
157,88,447,98,500,476,475,477,429
158,90,448,99,501,478,474,479,428
159,90,445,99,499,476,473,478,428
160,88,449,96,503,479,475,479,430
161,89,445,98,499,477,473,478,428
162,90,445,98,500,476,473,478,427
163,89,447,98,500,477,473,479,428
164,89,444,98,497,477,474,478,428
165,89,446,99,499,476,475,478,428
166,90,443,98,497,476,474,478,427
167,90,446,99,499,477,473,478,426
168,90,447,100,500,476,475,478,429
169,90,447,99,500,476,475,478,428
170,90,446,99,500,477,473,479,427
171,90,446,99,500,476,472,478,426
172,89,448,98,503,475,474,477,427
173,90,449,99,504,476,476,478,429
174,90,450,100,504,476,476,478,430
175,88,449,99,504,475,473,478,427
176,90,449,100,504,475,476,477,430
177,88,451,98,505,475,476,478,430
178,89,452,99,506,473,477,475,431
179,89,452,99,508,474,477,476,431
180,88,454,98,508,471,483,475,435
181,90,457,101,512,470,484,473,437
182,90,459,101,514,468,484,472,437
183,89,464,101,519,467,486,472,439
184,91,461,102,516,466,488,473,440
185,90,466,101,521,462,490,469,441
186,90,465,102,520,463,487,469,439
187,90,465,102,520,463,488,469,441
188,92,464,103,520,464,487,471,440
189,89,465,101,520,461,486,467,439
190,89,462,100,518,463,486,470,439
191,89,464,100,519,465,488,473,441
192,90,463,101,519,463,486,469,439
193,89,462,101,518,463,487,470,440
194,89,463,100,518,463,489,469,442
195,89,462,100,518,464,485,471,437
196,88,465,100,521,462,488,469,441
197,88,463,100,519,465,486,472,438
198,90,463,102,519,463,485,470,438
199,89,463,101,518,464,484,470,437
200,91,459,103,516,466,481,473,434
201,89,459,101,516,464,481,470,433
202,90,458,101,513,467,480,473,433
203,88,459,99,514,465,481,471,434
204,89,456,100,511,465,477,470,431
205,90,460,101,516,464,481,469,434
206,90,460,101,516,464,481,469,435
207,91,459,101,515,465,482,470,435
208,89,456,100,512,467,477,472,430
209,91,457,101,512,468,481,474,433
210,90,457,101,513,467,481,472,433
211,91,456,101,511,468,478,473,431
212,90,455,100,511,468,482,473,434
213,92,453,101,509,468,477,473,429
214,90,456,100,511,467,478,472,431
215,91,457,101,511,469,479,474,432
216,91,455,101,511,468,479,472,431
217,91,454,100,509,469,478,474,430
218,91,455,101,510,468,476,472,429
219,91,453,101,508,470,479,474,432
220,90,455,100,510,469,479,472,432
221,90,456,99,511,470,480,473,433
222,90,457,99,511,469,481,473,433
223,91,456,101,511,470,479,474,432
224,91,457,100,512,470,481,474,434
225,91,456,100,511,470,482,475,435
