1,274,363,376,364
2,265,362,367,363
3,265,361,368,364
4,265,361,367,364
5,265,362,368,364
6,265,361,368,363
7,265,361,367,364
8,265,361,367,363
9,266,361,368,363
10,265,362,368,363
11,265,362,368,364
12,266,362,368,364
13,266,361,368,363
14,266,362,369,364
15,266,362,369,364
16,266,362,369,364
17,266,362,369,364
18,267,361,369,364
19,266,362,369,364
20,266,362,369,364
21,266,362,369,364
22,266,362,369,364
23,266,361,369,363
24,266,361,368,363
25,266,361,369,363
26,267,361,368,363
27,266,361,369,363
28,266,360,369,363
29,266,360,369,363
30,266,361,369,363
31,266,360,368,362
32,266,360,368,363
33,266,360,368,363
34,266,361,368,363
35,266,360,368,362
36,266,360,369,363
37,267,361,369,363
38,265,360,369,363
39,265,360,369,363
40,266,360,368,362
41,266,360,368,363
42,266,361,368,363
43,266,360,367,363
44,267,361,368,363
45,266,360,368,363
46,265,361,368,363
47,266,361,368,363
48,265,360,368,362
49,266,361,368,363
50,266,361,368,363
51,266,361,368,363
52,266,361,368,363
53,266,361,368,363
54,266,361,369,363
55,266,361,368,363
56,266,361,369,363
57,266,361,368,363
58,266,361,368,363
59,266,361,368,363
60,265,361,368,363
61,267,362,369,363
62,265,362,368,363
63,266,362,368,364
64,266,362,369,364
65,266,361,368,363
66,266,361,368,364
67,265,361,368,363
68,266,361,368,363
69,267,361,368,363
70,266,361,368,363
71,265,361,368,363
72,266,362,369,364
73,265,361,369,364
74,266,361,368,364
75,266,362,369,363
76,266,362,369,364
77,266,361,369,363
78,266,361,368,363
79,267,362,369,364
80,266,362,368,363
81,266,362,368,364
82,266,362,369,364
83,265,362,369,364
84,266,362,369,364
85,268,362,369,364
86,267,362,369,364
87,266,362,369,364
88,266,362,368,364
89,266,363,368,364
90,266,362,369,364
91,266,361,370,364
92,266,362,368,364
93,267,363,369,364
94,266,361,369,364
95,267,362,369,364
96,266,362,370,364
97,266,361,369,364
98,267,361,368,363
99,266,361,369,363
100,266,361,368,363
101,268,362,370,364
102,266,361,369,364
103,267,362,369,364
104,266,361,368,364
105,266,361,369,363
106,267,362,369,364
107,265,362,369,364
108,266,362,369,364
109,266,362,369,364
110,265,362,369,364
111,266,362,369,364
112,265,362,369,364
113,266,363,368,364
114,266,362,369,364
115,265,362,369,364
116,266,362,368,364
117,265,361,368,364
118,266,362,369,364
119,265,362,369,364
120,266,362,369,364
121,267,362,369,364
122,266,362,369,364
123,266,362,369,364
124,267,362,369,364
125,266,362,369,364
126,266,362,369,364
127,266,362,369,364
128,266,362,369,364
129,266,363,369,364
130,266,362,369,365
131,267,362,370,364
132,266,362,369,365
133,267,362,369,365
134,267,362,369,364
135,266,362,369,364
136,266,362,369,364
137,267,362,370,364
138,267,363,369,365
139,268,362,369,365
140,266,362,368,364
141,267,362,369,364
142,266,362,369,364
143,265,362,368,364
144,266,362,369,364
145,266,362,369,364
146,266,362,369,364
147,266,362,369,364
148,266,363,369,365
149,266,361,368,364
150,266,362,369,364
151,266,362,369,364
152,266,362,369,364
153,266,362,369,364
154,266,362,369,364
155,266,362,369,364
156,266,362,369,363
157,266,362,369,363
158,267,362,369,364
159,266,362,369,364
160,268,362,369,364
161,266,361,369,363
162,267,361,369,363
163,267,360,369,362
164,267,361,369,363
165,267,360,368,362
166,267,360,370,361
167,267,359,370,361
168,267,359,370,361
169,267,359,370,361
170,267,358,369,360
171,268,358,369,360
172,267,358,369,360
173,268,358,370,359
174,267,357,370,359
175,268,357,369,359
176,268,356,370,358
177,268,357,370,358
178,267,355,369,357
179,267,355,369,356
180,266,353,370,355
181,266,352,369,355
182,266,351,369,354
183,266,351,369,353
184,267,350,368,352
185,266,350,368,352
186,265,348,368,350
187,266,348,369,350
188,266,348,368,349
189,265,347,369,349
190,265,347,369,348
191,264,347,369,348
192,265,346,369,347
193,266,346,369,347
194,266,346,368,347
195,266,345,368,347
196,264,345,368,347
197,265,345,369,347
198,265,345,368,346
199,265,345,368,347
200,265,345,368,347
201,266,345,369,346
202,266,345,368,347
203,265,345,369,346
204,265,345,369,346
205,266,345,368,346
206,266,345,368,347
207,267,345,368,346
208,267,344,368,347
209,266,345,368,347
210,265,345,369,347
211,266,345,368,347
212,266,345,369,347
213,266,345,368,347
214,265,345,368,347
215,266,346,367,348
216,266,346,368,348
217,266,346,368,348
218,267,346,368,348
219,266,346,367,349
220,266,347,367,349
221,267,347,367,349
222,266,348,368,350
223,266,348,367,350
224,267,348,367,350
225,267,349,367,351
226,267,348,368,351
227,266,349,368,351
228,268,349,367,352
229,267,348,368,351
230,267,349,368,351
231,266,349,368,351
232,266,349,368,351
233,267,349,367,352
234,267,349,368,352
235,266,349,368,351
236,267,349,368,352
237,267,350,368,352
238,267,350,367,352
239,267,350,367,352
240,267,350,367,352
241,267,350,367,352
242,267,351,368,352
243,266,350,368,352
244,267,350,368,352
245,267,351,368,352
246,266,350,368,352
247,267,351,368,352
248,267,351,367,353
249,267,350,368,352
250,266,351,368,353
251,267,351,367,353
252,267,351,367,353
253,266,351,367,353
254,267,351,367,352
255,266,351,367,353
256,266,351,367,352
257,267,351,367,353
258,266,351,367,353
259,267,351,367,353
260,267,351,367,353
261,267,351,367,353
262,267,351,367,353
263,267,351,367,353
264,267,351,367,353
265,267,351,367,352
266,267,351,368,353
267,267,351,368,352
268,267,351,367,353
269,266,351,368,353
270,266,351,368,353
271,266,351,368,353
272,267,351,368,353
273,268,351,367,353
274,267,351,367,353
275,267,352,367,353
276,267,351,368,353
277,266,351,368,353
278,267,351,368,353
279,267,351,367,353
280,267,351,368,353
281,266,351,368,353
282,267,351,368,353
283,266,351,368,353
284,266,351,368,353
285,267,351,367,354
286,267,351,368,353
287,267,351,368,353
288,266,351,368,353
289,266,351,368,353
290,266,351,368,353
291,267,351,369,353
292,267,351,368,353
293,266,351,369,353
294,266,351,369,353
295,266,352,369,354
296,267,352,368,354
297,266,352,368,354
298,266,352,369,354
299,267,352,369,354
300,266,352,369,354
301,268,352,369,354
302,266,352,370,354
303,267,352,369,355
304,267,352,370,355
305,267,352,369,355
306,267,352,369,355
307,267,352,369,355
308,268,352,369,355
309,267,352,369,356
310,268,352,369,355
311,267,352,369,356
312,268,352,370,356
313,267,352,370,356
314,268,352,371,356
315,268,352,371,355
316,269,352,371,356
317,269,352,371,355
318,269,352,371,355
319,270,352,372,355
320,270,352,372,355
321,270,352,372,355
322,270,352,372,355
323,271,351,372,355
324,271,352,373,355
325,271,352,373,355
