1,356,449
2,347,450
3,349,450
4,348,450
5,349,449
6,348,449
7,349,449
8,349,449
9,349,450
10,348,450
11,348,449
12,350,449
13,348,449
14,350,449
15,349,448
16,350,449
17,350,449
18,350,449
19,351,450
20,350,450
21,350,448
22,350,448
23,350,449
24,349,448
25,349,449
26,350,449
27,350,449
28,349,447
29,350,448
30,350,448
31,350,448
32,349,448
33,350,446
34,350,448
35,350,447
36,350,447
37,350,447
38,351,448
39,350,447
40,350,447
41,349,447
42,350,447
43,350,448
44,350,447
45,348,447
46,349,447
47,350,447
48,349,448
49,350,448
50,350,449
51,349,448
52,349,448
53,349,449
54,350,448
55,349,447
56,350,448
57,349,448
58,350,448
59,350,448
60,348,448
61,350,449
62,350,448
63,350,449
64,350,449
65,349,449
66,350,449
67,349,449
68,350,449
69,351,449
70,350,449
71,351,451
72,350,449
73,351,450
74,350,450
75,350,449
76,349,449
77,351,449
78,351,450
79,349,450
80,350,449
81,350,450
82,350,449
83,351,450
84,350,450
85,352,450
86,351,451
87,351,449
88,351,451
89,351,450
90,350,450
91,350,450
92,350,450
93,351,449
94,350,449
95,351,449
96,350,450
97,352,449
98,351,449
99,352,449
100,350,449
101,352,448
102,351,450
103,351,450
104,351,449
105,351,451
106,350,449
107,350,451
108,349,450
109,350,450
110,350,449
111,351,451
112,352,449
113,351,452
114,352,451
115,351,450
116,351,450
117,350,450
118,350,449
119,350,452
120,351,450
121,350,450
122,350,449
123,351,451
124,351,451
125,352,450
126,351,451
127,351,450
128,352,451
129,351,450
130,351,451
131,352,450
132,351,450
133,352,450
134,352,450
135,352,450
136,351,449
137,351,451
138,352,450
139,352,449
140,351,450
141,351,450
142,353,450
143,351,451
144,351,450
145,352,449
146,350,449
147,352,450
148,352,451
149,351,450
150,352,450
151,351,451
152,352,451
153,351,448
154,352,450
155,353,449
156,352,450
157,352,449
158,351,449
159,352,449
160,353,448
161,353,448
162,352,448
163,352,447
164,352,446
165,353,447
166,351,445
167,353,445
168,352,444
169,353,444
170,353,443
171,352,442
172,353,442
173,352,441
174,353,441
175,353,438
176,354,438
177,353,437
178,355,436
179,355,434
180,354,433
181,354,429
182,354,427
183,354,425
184,353,424
185,352,420
186,353,419
187,354,416
188,353,416
189,354,414
190,353,416
191,353,414
192,353,413
193,353,411
194,353,412
195,352,412
196,353,411
197,352,411
198,354,410
199,353,412
200,354,411
201,355,411
202,353,411
203,354,412
204,355,412
205,354,412
206,353,412
207,353,412
208,354,413
209,353,413
210,354,415
211,353,415
212,352,414
213,351,416
214,352,417
215,352,416
216,352,418
217,351,418
218,352,418
219,351,419
220,351,420
221,351,419
222,351,419
223,350,420
224,351,421
225,350,422
226,351,422
