1,773,430
2,765,430
3,765,431
4,765,430
5,764,430
6,765,430
7,766,431
8,765,430
9,765,430
10,766,430
11,765,430
12,766,432
13,767,431
14,766,430
15,767,431
16,766,430
17,767,431
18,767,431
19,767,430
20,767,431
21,767,431
22,767,430
23,767,431
24,767,430
25,767,430
26,766,429
27,767,429
28,768,429
29,767,429
30,767,429
31,768,429
32,767,429
33,768,428
34,767,429
35,767,428
36,767,428
37,768,428
38,767,429
39,767,428
40,767,429
41,767,429
42,767,428
43,767,428
44,767,429
45,767,428
46,766,429
47,767,429
48,766,429
49,767,429
50,767,429
51,767,430
52,767,428
53,768,429
54,767,428
55,768,429
56,767,429
57,767,429
58,767,430
59,768,430
60,768,430
61,767,429
62,767,430
63,766,430
64,767,429
65,766,430
66,766,430
67,767,431
68,766,431
69,766,429
70,767,430
71,767,430
72,767,430
73,766,430
74,766,429
75,768,431
76,767,431
77,767,430
78,767,431
79,767,431
80,768,432
81,768,431
82,767,432
83,768,432
84,767,431
85,768,432
86,767,431
87,767,431
88,768,431
89,767,431
90,768,431
91,767,431
92,768,430
93,769,431
94,767,430
95,768,432
96,769,431
97,768,430
98,768,430
99,768,430
100,768,431
101,768,430
102,767,431
103,767,431
104,768,430
105,768,432
106,767,430
107,768,431
108,767,430
109,767,431
110,768,432
111,768,431
112,767,431
113,767,430
114,767,431
115,768,431
116,768,431
117,768,431
118,767,431
119,768,431
120,768,431
121,767,430
122,768,431
123,768,431
124,768,431
125,767,432
126,768,432
127,768,431
128,768,432
129,768,432
130,768,431
131,768,431
132,768,431
133,768,431
134,769,431
135,767,432
136,768,431
137,767,432
138,767,432
139,767,431
140,767,431
141,768,431
142,768,430
143,767,431
144,767,431
145,768,431
146,768,432
147,767,431
148,767,430
149,769,431
150,768,432
151,769,432
152,768,431
153,768,431
154,769,431
155,770,431
156,768,430
157,769,429
158,769,430
159,769,429
160,768,429
161,769,430
162,768,429
163,769,428
164,769,428
165,769,427
166,769,427
167,769,426
168,769,427
169,770,426
170,769,424
171,769,423
172,770,423
173,770,423
174,770,421
175,770,422
176,769,420
177,770,418
178,769,416
179,769,415
180,768,412
181,768,411
182,767,408
183,767,405
184,768,402
185,767,400
186,767,398
187,766,396
188,768,394
189,766,394
190,767,393
191,767,392
192,767,391
193,766,390
194,766,390
195,766,390
196,766,390
197,765,389
198,765,389
199,765,388
200,765,389
201,765,389
202,765,389
203,765,389
204,765,391
205,763,390
206,764,391
207,763,390
208,764,391
209,763,392
210,763,392
211,762,394
212,761,392
213,762,393
214,761,395
215,761,395
216,761,395
217,760,396
218,760,396
219,760,397
220,759,398
221,760,399
222,761,399
223,759,399
224,760,401
225,759,399
226,759,401
227,760,401
228,760,403
229,759,401
230,760,402
231,760,403
232,760,403
233,759,403
234,760,404
235,760,403
236,760,404
237,760,404
238,760,405
239,760,405
240,760,405
241,760,404
242,760,406
243,760,405
